,ku
0,あきのみつ	まくらゆふのの	いくたかは
8542,そめてしも	なほあかすこそ	ゆふへなれ
8543,たえすしも	のきにおりゐる	やまたかな
8544,ちきりしは	たたくもかせの	ゆふへにて
8545,つきにこぬ	きみもはなやは	とはさらむ
8546,てふとりに	もよほすくもの	はるひかな
8547,とほさかる	ひとやとまやを	いてぬらむ
8548,なみそよる	とまやのたなは	たれならむ
8549,にほのうみの	うちにあやなき	あめはれて
8550,ぬししらぬ	あきのひかりに	いそくらし
8551,ねくらとも	とひよるはるの	まつのかせ
8552,のきにおふる	まつとせしまに	みはふりて
8553,はなそめの	いろあるたやま	あきくれて
8554,ひとりのみ	ねしとやさむき	としのくれ
8555,ふるさとと	なれはなかなか	やすきよに
8556,めのまへに	ひとのこころを	なほかけて
8557,ほとけとも	あらはれぬるを	あふけたた
8558,まつかせや	はるさへとほく	すきぬらむ
8559,みなとこそ	ふたつのこるも	くるしけれ
8560,むらむらの	まさこやふねを	ととむらむ
8561,めかれぬは	こころのいろの	ちきりにて
8562,ものいなは	なみたもゆめの	なかきよに
8563,らうかはし	なほさみたれの	なこりかな
8564,りうすいを	たつねしつきの	いろすみて
8565,るりあをし	さつきのひまの	あきのしも
8566,れいならす	なれはかせさへ	みにしみて
8567,ろほりて	こきかへるかねの	やとりして
8568,わひしきは	ひとりのあきの	さむきよに
8569,あめそそく	はるのふなひと	つゆおきて
8570,いときなき	ひとのことわり	かしこきに
8571,うちけふる	はるのやまさと	くるるひに
8572,えそいはぬ	つきのあをやき	としこえて
8573,おもかけも	のりのままには	いりそめぬ
8574,かせのまの	けふりはのへを	ききわひて
8575,きりつくす	しほきのをちの	ひとつまつ
8576,くろかみを	つもりしほとも	いはれぬに
8577,けふことの	いもせはさそな	はなのもと
8578,こころたに	みぬかりかちの	たひのすゑ
8579,さえくらす	やままつあをし	ゆきのには
8580,しきたへの	まくらたゆたふ	かりなきて
8581,すつるみは	きみかめくみも	なにかせむ
8582,せみのなく	かたつやまさと	あきかけて
8583,そてさむき	なみにましはる	かせふきて
8584,たのめおく	なさけをしのふ	そてぬれて
8585,ちりもせぬ	はやしのひまに	かりなきて
8586,つゆしろき	あきのひかりや	かはすらむ
8587,てつくりを	けふやしかなむ	みちならむ
8588,とふつはめ	ゆきののきはの	なこりかな
8589,なにならぬ	ありあけのこる	なをききて
8590,にはとりも	おきいてけらし	やまさくら
8591,ぬるとりの	やとりやさわく	あきのかせ
8592,ねのひせし	こまのあふても	のとかにて
8593,のりにみを	うけくるたれか	あさからむ
8594,はきかえや	かれはのしもを	ふくかせに
8595,ひととせに	はるなきたつや	はるのくさ
8596,ふゆのいろに	しものしたより	かをよりて
8597,めもはるに	ほすやかすみの	そてならむ
8598,ほかはまつ	このもとみゆる	ひとみえて
8599,またもよを	ねむらをたひの	ふねさして
8600,みつきもの	かすかにてふね	ゆきくれて
8601,むかひても	つらくはさてや	かへるらむ
8602,めてよるも	すむをはかなき	みちならて
8603,ももちとり	さへつるさとの	なはたたき
8604,らうかはし	かみなりとよむ	ほとときす
8605,りうしよけと	いひしもすくる	やくそうみ
8606,るをかきりの	しるきやいくへ	かくすらむ
8607,れいならて	はなのやとか	とふほたる
8608,ろほつる	をちのやまかせ	よるふねに
8609,わかくさの	つまやとりしも	のこるらむ
8610,あきやたつ	みそきもまたぬ	かはらかせ
8611,いててみむ	よそのゆふへよ	いつみえむ
8612,うのはなは	きよするなみの	かきねかな
8613,えたもみち	かすみにくるる	あをひかな
8614,おもふこと	あくれはかなく	すさひにて
8615,かりてふけ	なにはのこやの	うすこほり
8616,きよみかた	なみにいはしほ	つきもりて
8617,くれたけの	ときにしたかふ	そこのうみ
8618,けさみるや	さえしよよりは	うすこほり
8619,こえかぬる	みねのせきちに	おもむきて
8620,さとさとの	しるへしるしは	うらやまし
8621,しるへいま	しのふこそたた	いかはかり
8622,すみよしの	かみにいのりを	かけおきて
8623,せみのこゑ	しはふかけふる	さなへくさ
8624,そてのいろは	これやまとりの	をかのまつ
8625,たれかよに	うゑしかたみの	からころも
8626,ちるをみて	きけはかせなき	やなきかな
8627,つきにさへ	そむくひとりの	とこのやま
8628,てふとりと	よそにすきゆく	こゑやなき
8629,とめわふる	わかあふさかの	せきあとに
8630,なへてよの	はなもやにほひ	よしのやま
8631,にはにふれ	まつやはかはる	みちのつき
8632,ぬきおける	なこりむなしき	をみのそて
8633,ねぬもよや	さめしゆめのま	はるのそら
8634,のちのしの	ことのはなれそ	をりもせて
8635,はなにいま	なほもるをのの	おとつれて
8636,ひとへより	やへさくしもの	ゆきのはな
8637,ふゆのひの	うつれはうすき	かたもなし
8638,めくりてそ	おなしまくらに	ねさめして
8639,ほしあひの	そらをさそなと	おもひやり
8640,まつかえを	をしのはかせよ	ゆきもみす
8641,みくまのは	このはにふれる	あきのかせ
8642,むらくもを	もれいつるひの	すすのかき
8643,めくるよを	おもへはためし	やまのおく
8644,もらさいは	あれたのむらも	かすむのに
8645,らうみとの	みちもたえたえ	やまかけて
8646,りゆくすそ	とほきわかれの	そこならて
8647,るいにふる	みもうききりの	はしゐかな
8648,れいならて	またうちやまは	あかしかた
8649,ろきしろ	よるのふりこと	こゑすなり
8650,わかはさす	をのへのさとに	かりねして
8651,あふけひと	あれたるすゑに	ききなれて
8652,いりてすむ	かはへにあまる	としくれて
8653,うらみてや	おなしまくらに	ねさるらむ
8654,えたまこす	みたにのをちの	つゆおちて
8655,おもひたつ	きははあまやの	まはらにて
8656,かへりぬる	さとををしむる	とこなつに
8657,きえかてを	ほたるのともや	おくるらむ
8658,くさくさも	のわきめきたる	かせたちて
8659,けふことに	はちぬいくへの	ちよのさか
8660,こゑさむく	あらしのいろに	めはさめて
8661,さみたれに	なからのはるの	あめのうち
8662,しかすかに	かすめるをのの	あらしかな
8663,すてひとの	こころしらるるの	つかさめし
8664,せみのこゑ	まつゆふくれと	しるしにて
8665,そふよりも	しくれきにけり	みねのくも
8666,たちいつる	きはをふるさと	ひともとへ
8667,ちるはなの	なこりをしるや	まつらかは
8668,つゆやそめし	しもにこそいひ	よわるらむ
8669,てるつきの	はなのたまねや	ちりぬらむ
8670,としははや	こゆるといひし	なかめして
8671,なひけとや	わかおもひねの	すみのそて
8672,にほひかは	あきのはなのの	あさくもり
8673,ぬきちらせ	いふやますみの	あきのくれ
8674,ねやのとも	あさひのゆめと	なりぬへし
8675,のをとほみ	ゆくはたまちの	おくふかみ
8676,はなとほく	きりのうはまに	ふりそひて
8677,ひとりすむ	よしののおくの	あさほらけ
8678,ふゆかれや	かへるしたはの	あきのかせ
8679,めくりあはて	よしやにふれし	おいのあき
8680,ほとときす	ききしはものか	かすかにて
8681,まとふへき	つきをまもせる	みやのうち
8682,みぬしまは	さそなよもきか	にはのはる
8683,むらとりの	いろねにみゆる	かはへかな
8684,めつらしき	ひとふしもなき	やまとうた
8685,もちつきは	をりかたきなる	みちにして
8686,らうすゆき	おもひたちよる	かせさえて
8687,りちのねの	かすむにさそふ	あきのくれ
8688,るをかさす	きぬたのかはを	こちやらて
8689,れいよりも	みやこのやまや	みたるらむ
8690,ろきには	うくひすきかて	やとすらむ
8691,われたちて	うつらなくひの	はるのみつ
8692,あらそはぬ	つゆやあさきり	たちけらし
8693,いたりけふ	なかにちきりを	むきよにて
8694,うきみをも	くちしとしのふ	よのなかに
8695,えにたるを	おもふはかりの	ひとりてに
8696,おいかみは	ほたたくほとり	さりやらて
8697,からろおす	あきのさむみつ	いそくのに
8698,ききうるや	まつもむらきの	はなさかり
8699,くもにつき	のほりてみゆる	うすかすみ
8700,けふおつる	いりえのなみの	のとかなれ
8701,こころかへ	よのうきよこそ	みのりなれ
8702,さしこもる	まくらのなみた	きよみかた
8703,しもあさの	つきかけかすむ	ふちはかま
8704,すすしらぬ	よもきははやま	けふわけて
8705,せみのこゑ	のとけきいさの	ゆふひかけ
8706,そことしも	なかれのくもや	しけからむ
8707,たかちらす	ぬさにもまさる	さくらかな
8708,ちきりをは	われもとひくる	よのなかに
8709,つまきとる	をのへとなれる	さととほみ
8710,てならすも	みたれかちなる	ことのをに
8711,とはぬには	しるもしらぬも	なくさめて
8712,なくかはつ	おもひみるへき	つきすみて
8713,にほひこぬ	うめやかすみも	にはのうみ
8714,ぬるとりの	はおとにのこす	さとならむ
8715,ねやのうへに	おときくはなや	ゆきならむ
8716,のきのつき	わたるさとありの	すにとほみ
8717,はかなくや	こてふもつゆも	みたるらむ
8718,ひとりゆく	かちのかはかせ	くれわたり
8719,ふしのねや	かすみにくるる	としもへむ
8720,めつらしき	くさのまくらに	よはのつき
8721,ほしめくる	よはなかつきの	ひとよかな
8722,まちわふる	みとせのかとは	しつかにて
8723,みのりこそ	ひとはとはめや	とほつくに
8724,むすふまの	ほたるのひかり	のとかにて
8725,めくみある	ひとをうらやむ	なもつらし
8726,ものおもふ	こころははても	しらぬよに
8727,らうしろく	こころよわたる	よはのつき
8728,りちのねの	かすみになひく	とりへかな
8729,るりいろの	つきさへかすむ	なかたえて
8730,れいかにと	さとをもしらす	なかれきて
8731,ろかみの	なかくひさかす	とほさかり
8732,わたりせむ	かけあらうしの	ふるころも
8733,あきのくさ	ひとついろなる	はつしくれ
8734,いまいくか	けふみかのはら	あまのかは
8735,うつつとも	ゆめともわかぬ	たまくらに
8736,えやはねむ	あきかせさわく	あさかしは
8737,おのれさへ	えたとりそとと	いひやりて
8738,かけてふね	まほにふけゆく	つきをみて
8739,きぬきぬの	うたておもかけ	みにしみて
8740,くれかかる	ふもとのかりた	むらさめに
8741,けふもよれ	あめはききたに	なみのうへ
8742,こかけそと	はなにわかるる	かせおちて
8743,さはみつの	なかははつちに	にほひきて
8744,しくるとも	たにのうへなる	やまおろし
8745,すゑいそく	そのにほまたも	かすむなよ
8746,せみのこゑ	たててほのなの	ひとつまつ
8747,そてのこけ	なみのひにまて	いろつきて
8748,たききこる	みちのほとりの	てらふりて
8749,ちきりさへ	はなはこころも	きえやらて
8750,つれなさも	とふへきあきの	そらなれや
8751,てならふも	いまはひよしの	みのゆくへ
8752,とはれぬを	わすれぬはなや	ちりなまし
8753,なつはきの	しけりしはなを	わけゆけは
8754,にほひやは	はつこそあきの	あさかしは
8755,ぬれぬれむ	いりひかくれの	をののあさけ
8756,ねてゆくを	さらにとつくる	そらのくも
8757,のちのよの	おほつかなくも	おくりきて
8758,はかなしや	ゆめもとまらぬ	よはのつき
8759,ひさきちる	ゆふひやのへに	うつるらむ
8760,ふらぬまの	ものとおもふな	くさまくら
8761,めくりあはむ	とはかりちきる	せきこえて
8762,ほとけより	さきによをしる	よはふけて
8763,まちわひし	こころやいろに	かへるらむ
8764,みはやすを	わかはそひたる	かりころも
8765,むさしのや	あきすきゆきの	したすすみ
8766,めもはるに	ほすやかすみの	そよめきて
8767,もみちかと	おもひもあへぬ	かせすきて
8768,らうかはの	ふみにましはや	こもるらむ
8769,りむしろも	しのふたのもの	くさむらに
8770,るりいろの	あまのかくやま	みねはれて
8771,れいならぬ	こころもえやは	まちてみむ
8772,ろもて	はなにみつくむ	にほひかな
8773,わかれつる	ほとけののりの	みのよをひに
8774,ありとほす	たまかくちきの	はなのかけ
8775,いつくにか	つきもあしたは	なりぬらむ
8776,うめさけは	いへちをよその	やまにきて
8777,えをとほく	ふねはのとかに	こきいてて
8778,おもひすて	ありとはかりは	おもふよに
8779,かせふかて	なほあふきまた	あふせかな
8780,きみすまは	おとすよひよる	あきのやま
8781,くちのこる	ふねにもなれて	まつのかせ
8782,けさもふれ	みやこはつきの	きたしくれ
8783,こゑほそく	なかれにけりな	あきのやま
8784,さみたれは	よそにかくやと	おもひやり
8785,しはしちの	のきのしのふに	またきえて
8786,すみかはや	たにのみなみの	いりたやま
8787,せみのなく	かたつやまさと	あきかけて
8788,そこならぬ	このはののきの	しつくして
8789,たかふなと	しらてうれしき	みのゆくへ
8790,ちきりおく	つゆとやゆきの	とけぬらむ
8791,つれなきに	つれなくもこそ	したひつれ
8792,てられつる	のさはのつきや	あけぬらむ
8793,とくちるも	またれぬはなの	こころかな
8794,なにかわか	かたちとなりて	うまるらむ
8795,にはやあめ	ぬれてそすめる	をきのえた
8796,ぬししらぬ	あきのしくれや	くもるらむ
8797,ねぬるまの	ころもてさむき	はるのよに
8798,のそみをは	うへのしなとや	かけぬらむ
8799,はなかすむ	かはへのをちの	みちかけて
8800,ひとなみの	なかはうつろふ	つきよかな
8801,ふくかせに	ゆくひとしたふ	やなきかな
8802,めくるまや	つきもひとこゑ	ほとときす
8803,ほとときす	ききしにもこむ	やまさとに
8804,まつやしれ	もみちをみつの	あさつくよ
8805,みつくきや	きよみのなみに	まかすらむ
8806,むらかけて	いりつるみつも	みとりにて
8807,めくりしく	みやこのしもに	さきそめて
8808,もみちをも	はなをわするる	こすゑかな
8809,らうかはし	かみなりとよむ	あまのかは
8810,りたちけるを	ほとけのみちの	たむくしに
8811,るりいろに	よをなしことの	なやこひむ
8812,れいならて	はなみぬはるは	なかなかし
8813,ろきにも	ねさめしくれに	かけすみて
8814,わひぬれは	たれかはゐをか	をしさまし
8815,あきははや	こころのそこの	かりまくら
8816,いつまてか	あかすこころを	みえつらむ
8817,うゑてはな	たつねてとほき	やまさとに
8818,えのはゐの	なみのちさとに	つゆおちて
8819,おくつゆや	あさなあさなの	いろさひし
8820,かのこゑは	ほにいつるさへ	かはるらむ
8821,きひのみつ	よわたるつきの	かけふけて
8822,くさもきも	はなにやいてて	ちくるらむ
8823,けたものの	ふりともわかす	なるこまに
8824,ことのはの	かそひすつきも	のとかにて
8825,さとちかき	やまちにゆきや	つもるらむ
8826,しつくより	つゆをつゆしけみ	はなもなし
8827,すみかまの	あたりはふゆの	やまならて
8828,せみのこゑ	くきらもなくや	さつきあめ
8829,そめゆくや	つきにこころの	あきのかせ
8830,たかために	よはのこるらむ	おほつかな
8831,ちりひちと	なれるこのはの	しくれかな
8832,つきやなほ	おとはのみねに	またるらむ
8833,てすさひに	なつはよならぬ	つきよかな
8834,とむれとも	とまらぬこそは	かなしけれ
8835,なつとしも	なきさをきくは	みのうへに
8836,にほひにぬ	たみのはるくさ	うちけふり
8837,ぬしことも	おなしみやこの	なかそらに
8838,ねくらとふ	とりのあとをや	まちつらむ
8839,のりのみち	いらはなほこそ	かたからめ
8840,はなもみよ	まきたつやまの	ゆふかすみ
8841,ひとはなを	あふきのそらの	かたみにて
8842,ふかみとり	わかれのあきの	まくらして
8843,めつらしく	のはおもひやる	あきならて
8844,ほとときす	ももちのとりは	こゑもなし
8845,まつしまや	ふねさすさをに	たよくらむ
8846,みしはなの	よもきかにはは	あけそめて
8847,むかしきく	こころもあらし	けふのくれ
8848,めくるまや	つきもひとこゑ	ほとときす
8849,もすそにも	ひきとめにける	からころも
8850,らうかはし	かみなりとよむ	たますたれ
8851,りゐぬやと	おとにしかなく	はるくれて
8852,るりやあらぬ	いくこのふちの	ゆきならむ
8853,れいならす	なれはかけしも	みをはちて
8854,ろしろき	ゆふへをしたふ	そのたけに
8855,わすれくさ	しけりはてての	すゑのあき
8856,あさつゆは	うすくれなゐの	ゆふへかな
8857,いにしへの	あととしいへは	むつましみ
8858,うとからす	とふへきこころ	あらはれて
8859,えたうこく	さはへのまつり	たきもみて
8860,おもふころ	よにはるけては	なにかせむ
8861,かくれかに	うしとのわかを	たのみきて
8862,きみかすむ	そなたのそらは	あめなれや
8863,くれなゐの	かすみやうめの	はなかさね
8864,けふのみの	はてなををらむ	あきのよに
8865,こころみに	たひたまくらに	なくさみて
8866,さほひめの	ころもやいはふ	はるのみつ
8867,しつかなる	あめやはれても	かくるらむ
8868,すめらきの	おこたらぬよの	まつりこと
8869,せひぬらむ	すみのころもも	さたまりて
8870,そらははや	かすみにやまは	ひともなし
8871,たひこしも	またあさはかの	みちなれや
8872,ちとりたつ	くものうへなる	やまちかな
8873,つれなきや	ほとけのみちも	まちぬらむ
8874,てにとらぬ	いろかもきりの	うちはへて
8875,ととめおく	あふきはかりに	なほなきて
8876,なみやいそ	ちさともきりの	あしたかな
8877,にほひこぬ	うめやかすみに	こもるらむ
8878,ぬれぬれむ	なみいかはかり	すすかかは
8879,ねにたては	おもひあるよの	うらみにて
8880,のへやなほ	ゆふかけちかく	なりぬらむ
8881,はるきぬと	もろこしなかの	かみこころ
8882,ひとむらに	しもふきとほる	つきひかな
8883,ふむひとに	わかとこなつは	うつもれて
8884,めさまして	つゆもたまらす	ぬれころも
8885,ほとときす	それとのみきく	かりのうち
8886,まつよはは	とりかなくねを	かことにて
8887,みやこにも	さかしらねたる	しをれきて
8888,むしのねは	あちきなからも	をりわひて
8889,めをさます	ときはきのまつ	ひもみえて
8890,もろともに	ねたるかりなく	こゑふけて
8891,らうかはし	ちかきみやこの	はなかつら
8892,りけたはに	なほやいたくよ	おきつらむ
8893,るりいろは	みくさあしたに	つつらせて
8894,れいならぬ	こころのほとを	うらみわひ
8895,ろきにも	またとほきのの	しまかさね
8896,わかいらむ	みのりのにはに	ひはいてて
8897,あふさかや	しつけきいちの	あきのかり
8898,いかなれや	きみはいかなる	なつころも
8899,うちのさと	かはせきえゆく	しののめに
8900,えたもかな	あらしのこのは	しものはな
8901,おほえすも	ふねかかりたる	やまかくれ
8902,かへりては	おともあらしや	かくすらむ
8903,きえやらぬ	やまはかすみを	ゆきまにて
8904,くれのこと	つきこそたより	まちしらめ
8905,けさよりは	まちこしとしの	わたりかな
8906,こゑたきつ	とこよははなの	このまかな
8907,さはみつの	けふりはのへに	みえかくれ
8908,しろたへの	ころもてうすく	うきさして
8909,すさましき	かとたのいほは	あきなれや
8910,せをはてし	なこりはひとの	となりにて
8911,そめはやな	こころのいろの	なさけかな
8912,たたひとり	ものおもふみと	なるもうし
8913,ちかひしも	いまはをしへる	ときなれや
8914,つゆたかし	あれかにさゆる	あきのかせ
8915,てをもちて	ふみにけるなく	はるのくさ
8916,としをのみ	ふるのつるきは	たれかみむ
8917,なすつみの	なみにをしかの	こゑききて
8918,にほへつゆ	さくやいかなる	はなのたね
8919,ぬれしより	そてまつつきの	いさりひに
8920,ねぬやまの	こすゑうちくる	あきのみつ
8921,のはくるる	よかはのおくに	たひねして
8922,はるのこゑ	きえてゆきふる	あらしかな
8923,ひとみえぬ	ふるやのわきの	あさかすみ
8924,ふゆかれは	すゑつむいほに	やとのまつ
8925,めくりきや	よよにしくれし	あきのくも
8926,ほとけとも	なるてふことの	あるなるに
8927,まつことも	うつろふいろを	うらみにて
8928,みるかうちに	たけのしたひし	そよめきて
8929,むらむらに	きえゆくそらの	うすけふり
8930,めくるひの	しはしはあたる	こほりかな
8931,もれゆくや	こよひもあかぬ	あきのつゆ
8932,らうかはし	かみなりとよむ	あまのはら
8933,りうすいを	たつねしつつむ	はなのもと
8934,るつきのも	かはるひかりの	みつすみて
8935,れいならて	はなみぬはるは	なかなかし
8936,ろひて	とくこころさへ	さはりいて
8937,わたのめや	ふちさくはなに	まさるらむ
8938,あしのはの	かけをわかなの	いろいろに
8939,いのるてふ	やとりたにうし	いそかれて
8940,うちやまや	しるへくやまも	しろかみに
8941,えそしらぬ	あととていつの	こたかかり
8942,おちしほの	あとにをしかの	こゑたえて
8943,かそふれは	なきはそひゆく	さとまくら
8944,きりのほる	やまのはみれは	あきならて
8945,くちのこる	きのふのやとり	たちいてて
8946,けさやこれ	まつたかはらの	ささむしろ
8947,ここのみや	ちかきまもりと	なりぬらむ
8948,さむふやま	ひとつまつまに	たえはてて
8949,しろたへの	しものまさこち	ゆききえて
8950,すかぬなよ	やまやあはれを	なかむらむ
8951,せみやこゑ	つきひもくるる	ことしかな
8952,そらにちれ	あられにつほむ	ゆきのはな
8953,たかさとの	よもしからはの	うめのはな
8954,ちるをみて	こぬやともいひ	ゆきのやと
8955,つれなきに	まけてやまむは	はなのはる
8956,てにとらぬ	ころものたまは	うらめしや
8957,とりへやま	なかるるみつは	なかりけり
8958,なみたさて	みれはゆめなる	ひをもみす
8959,にはくさの	したよりいつる	たかくれて
8960,ぬれきぬを	ほさすやはふね	わかるらむ
8961,ねになきて	すよりわかるる	とりとりに
8962,のこるひは	うらみぬかたの	かすみかな
8963,はかなくも	いまこむとのみ	なくさめて
8964,ひとむらの	かけのあたりは	すさひにて
8965,ふひならて	またはまたれし	ときはやま
8966,めくりきや	よよにしくれし	あきのくも
8967,ほとけとも	なるてふことの	あるなるに
8968,またとふも	またゆきけりと	みるもうし
8969,みつさむし	かはかうへより	きえけらし
8970,むつことも	またつきぬこそ	あやしけれ
8971,めくりあはむ	とはかりちきる	せきこえて
8972,もみちはを	をきのこゑにや	くたすらむ
8973,らうかはし	かみなりとよむ	あきのかせ
8974,りうすいを	たつたのはるに	あとおちて
8975,るりいろの	あまのまさこの	うかれいて
8976,れむともも	おもひいててや	はなのいろ
8977,ろきやま	かたふくかたの	きくのはな
8978,わたりせし	もみちのもみち	くちはてて
8979,あふことを	ほかにもあらす	まよひきて
8980,いくとせを	ふるのつるきと	なりぬらむ
8981,うちなきて	こゑさそぬるま	ゆふやまに
8982,えのみつの	すゑはるはると	はれわたり
8983,おとつるや	とはれしみちも	たえぬらむ
8984,かれにしも	ひきこもりぬる	このゆふへ
8985,ききのかけ	ぬれすははなを	あはれみて
8986,くろかみや	しはしはしろき	おきなさひ
8987,けふのみや	ゆくへもみつの	のきはかな
8988,こぬあきの	ひとむらすすき	かせたちて
8989,さみたれの	したはなみよる	しほみちて
8990,したもみち	かつちるこのま	かへるかな
8991,すかるなく	こゑのあとより	つきみえて
8992,せきもけさ	すさましくなる	やまおろし
8993,そてはたた	やつしほのめく	あきのしも
8994,たかしらむ	わかむかしそと	なみたおち
8995,ちよのかす	みゆるやまなき	さくらはな
8996,つれなさを	おもへあしかる	こゑききて
8997,てるつきの	やまのにしきや	はなさかり
8998,とふほたる	ゆふやみてらす	むしのこゑ
8999,なみたかと	くもゐにわたる	たにかくれ
9000,にほふうめ	かさなるみつに	はなおちて
9001,ぬるとりの	やとおとろかせ	こはきはら
9002,ねくらとふ	とりのひとつれ	うちはふき
9003,のとかなる	ときにしはしや	わたすらむ
9004,はなとつゆ	あさけのうへの	ゆきまかな
9005,ひとこゑを	いつくのやまに	つきいりて
9006,ふゆさけは	うめよりおそき	はなもなし
9007,めくりてや	そむくらさむき	あきのなみ
9008,ほとときす	むかしにかへる	やまのかけ
9009,ましらふも	またをりはやき	ほとにして
9010,みつならて	おとせぬやとに	すむやたれ
9011,むろのとに	みやまさくらの	ちるをみて
9012,めにみえぬ	くろかみやこや	あれぬらむ
9013,ももちとり	さへつりそめて	ものたひに
9014,らうすきの	まくらしつかに	つきいてて
9015,りそふよを	おいのねさめに	なからへて
9016,るりいろの	あるしもつきを	ひとりみて
9017,れいならて	なほうきあきの	はなののち
9018,ろほそし	たまゆらかかる	あまつかり
9019,わかおもひ	いかにいひてか	つけこさむ
9020,あけくれの	なみたよちりよ	とこのうへ
9021,いやしきも	たをりておいの	うらみにて
9022,うつみひの	いけみつこほる	あしたかな
9023,えのはなに	のこらていくよ	しものまつ
9024,おくるてふ	とほきにしきの	こゑはして
9025,かりひとの	ゆみとりやとり	いるやまに
9026,きかぬひは	のとけるかたの	あさことに
9027,くれたけの	そよきやはれぬ	あきのあめ
9028,けさこほる	みなかみならし	たにのゆき
9029,こをみすは	しらてこすゑの	ねやのあめ
9030,ささのはの	みやまやかきり	あきのつゆ
9031,しくるらむ	やくももしるし	ふしのゆき
9032,すむつきに	おとろくみるや	くさのしも
9033,せをはしる	みつのみなかみ	はるくれて
9034,そてのつき	ぬれぬはそての	なみたにて
9035,たひねする	よるのすゑはの	あきのかせ
9036,ちれはさく	はなもいまはの	みるめなり
9037,つゆきえし	をののこまちの	ををたのみ
9038,てならひは	かくるたみのの	うきもうし
9039,とりはこゑ	はなはをしまぬ	いろかかな
9040,なかめやる	ゆふへやゆきに	なりぬらむ
9041,にほへうみの	うちもかさねぬ	ゆふすすみ
9042,ぬのやあさ	なかいひいてむ	よしもかな
9043,ねのひせし	はるのころもは	さえさえて
9044,のちのくれ	むすふいほりに	めはさめて
9045,はなよりも	またはちらへる	みたにして
9046,ひのみかけ	はなににほへる	あしたかな
9047,ふるてらは	みねにつつきの	そはつたよ
9048,めかれぬる	さとはよそめの	さかあらみ
9049,ほのかにも	うかふなみまの	あさほらけ
9050,まきのとを	あけゆくよはの	はなのかに
9051,みやまちは	さくらむあとと	おきいてて
9052,むかしたに	おもひありやと	うらみよに
9053,めくるまや	つきもひとこゑ	ほとときす
9054,もののふの	さのみはてぬる	きぬきぬに
9055,らうかはし	かみなりとよむ	あまのはら
9056,りむしにも	ひかしなからそ	やまさくら
9057,るりのいろは	かすみのひまの	ゆふへにて
9058,れいならて	はなみぬはるは	なかなかし
9059,ろきみを	かへりのはたれ	まつものを
9060,わかのうらや	なけくににける	あきのかせ
9061,あちきなし	ひとにもおいを	みはてはや
9062,いまひとへ	つきにいろそふ	かすみかな
9063,うのはなの	ゆきのこかけか	あさかすみ
9064,えにしたた	はなのまにまに	いてもせむ
9065,おくるてふ	とほきなかれも	かすむらし
9066,かせはかり	よわるはかりの	ふるさとに
9067,きみよなと	いのらはおいぬ	われならむ
9068,くさのいほ	あともましるく	さるなきて
9069,けふりたつ	ふもとのさとは	こかくれて
9070,ことふきは	よそのちきりに	おくりきて
9071,さることを	くさのいろとは	おろつかに
9072,しらかはの	こすゑともしひ	かけさえて
9073,すすしさを	つれなかむすへ	うめのはな
9074,せみなきて	ゆふへそちかき	にはのまつ
9075,そことしも	なかれのもりの	かたよりに
9076,たまつさを	あふくもはるの	とたえにて
9077,ちれはさく	きのふのはなも	はやくせて
9078,つきをひと	くへきよひをや	ちきるらむ
9079,てすさひに	わかきのさくら	うゑおきて
9080,とりそたつ	やまのこのもり	ふかかれや
9081,なみたにや	うきにとほさかる	やまならむ
9082,にほはぬを	うらむらさきの	こはきかな
9083,ぬさとなと	ちるをみたるる	ものならむ
9084,ねになきて	ほとときすまて	わたるひに
9085,のきはこそ	たたしらくもの	たえまなれ
9086,はれはゆき	いまひとすちに	とふほたる
9087,ひとをみな	わかことなけく	かのほとけ
9088,ふるてらに	たれなほおかぬ	はるのはな
9089,めくみをや	こえしつまきに	すますらむ
9090,ほとけには	なるもならぬも	こころにて
9091,またもこむ	ことをしらねは	うきものを
9092,みもはてぬ	ゆめとつきとの	みしかよに
9093,むしのねを	ふるきみやこに	ふみなきて
9094,めくりきて	かけもしくるる	つきひかな
9095,もみちをも	はなをちらさて	ふくかせに
9096,らうすきの	つきにさなから	ゆきとけて
9097,りうすいを	たつねしつきの	いろすみて
9098,るりのいろ	にしのみやまも	みえすやま
9099,れいよりも	きえぬやいまの	かみやしろ
9100,ろきやま	しくるるみきの	まつのかせ
9101,わたりせし	かはせのをふね	さしすてて
9102,あかつきの	やまみつむすふ	こけのしも
9103,いそのかみ	うつむかひなき	さとみえて
9104,うくひすや	のきはのつきを	うつむらむ
9105,えふりしの	しははくすはに	かさなりて
9106,おのれきて	たかをしのふる	やまとうた
9107,かはらしと	いひしをはかつ	つきのあき
9108,きりふかき	よとのにかへて	いのちとほる
9109,くさのはら	なこりなれそも	わかなさけ
9110,けふのみち	いくあらましに	うかるらむ
9111,こころにも	みにしむいろや	かはるらむ
9112,さえさえし	あらしのくれの	くちのこり
9113,しらゆふは	そののかすみて	きえかへり
9114,すゑとほし	ちきりのすゑも	まれにして
9115,せはきひや	ゆふひかくれに	うゑぬらむ
9116,それならぬ	めくみにはなの	いそくよに
9117,たちはなの	にほひになりぬ	うめのあめ
9118,ちきれつつ	うきなかたちと	なるものを
9119,つねにわか	いのちなかれそ	おほつかな
9120,てすさひに	わささりくさの	いろもかな
9121,とくのりは	みなわかうへの	とかにして
9122,なのみして	つきそくまなき	あさひてら
9123,にはやゆき	かせそふはなの	いへさくら
